*propname*'s?,,,
"s sister ate 5x's more than he did, she is 5""5 and 112lbs, in her first sitting than he did the entire meal.",,,
"""hakuna matata"" is swahili!",,,
"hates crying, hates her health (or lack thereof), hates snow, and hates christmas and its trappings of tomfoolery.  today has become a day of hate. *angry pout*",,,
me + exams = epic phail ~.~,,,
is in atlanta,,,
"forget fireworks, i want to see the *propname* funeral.",,,
never get so busy making a living that you forget to make a life,,,
"has finished his skeleton drafts, hooray!  suck it, essays!",,,
the world is so desperate nowadays that the promise for peace can win a man a nobel prize. let's hope that he keeps his word.,,,
is back in mi!!,,,
has the most melodramatic sister in the world...,,,
online traffic school is exciting.,,,
happy new years!,,,
*propname* was just in the shop! and got strudel for the entire mayor's office!,,,
"is more bark, less wag today.",,,
"one reason we resist making deliberate choices is that choice equals change and most of us, feeling the world is unpredictable enough, try to minimise the trauma of change in our personal lives.",,,
holy. fuck. http:////www.youtube.com//watch?v=ypjgzd7frps,,,
lovin' this hawaiian pizza!,,,
"wishing my fiance a happy, happy birthday!!  i love you darlin' and hope you have a wonderful day!",,,
is not sure she wants to be done yet! go state beat the lions!!!!! i love my senior buddies! and i hope everyone's ready for a sob-fest!!!,,,
"me: so he had cerebral palsy?  *propname*: yeah, you could tell because his hand was all doodly-doo.",,,
i am thankful for webcams.  it is nice to be able to see my fiance online while he is in new york.  :-),,,
"""holy haruhi, season 2's out?!""",,,
loves summer evenings,,,
is too lazy to put her stuff back in order. maybe tomorrow.,,,
"i am doing quite awesome, and i am very happy and excited about life but some people need to stop hijacking my fb...",,,
merry christmas everyone!,,,
"gotta love 3 mobile. i asked to cancel my contract and was asked ""could we convince you to stay"" i replied with ""due to the terrible customer service, i would rather die a slow and horribly painful death than stay"" to which i got ""do you have any friends or relatives you would like to refer so they can get a good deal"". i want that csr to work in my company retention department!!",,,
may be in ithaca on the night of nov. 6th.,,,
misses the kitty-cats,,,
"hold thy piece, thou knave...",,,
off to cornell for a week of probability.,,,
enjoyed doing thriller on stage at the oktoberfest,,,
is sad thinking about how her kitties are at home on her bed... alone... xd... poor kitties.,,,
"afternoon on the beach after work: barcelona, where else?",,,
set my calorie goal for wii fit tonight as a piece of fried chicken....turns out it takes a lot of work to burn off a piece of fried chicken!,,,
razzle dazzle cafe zazzle!,,,
"""come, let us gingerly touch our tips.""",,,
needs one day at a time...sigh,,,
"res ipsa loquitur, sed quid in infernos dicet?",,,
is praying for *propname*...,,,
asa man nako ma kit.an ang malleus maleficarum?,,,
qatapponescons!!!!!!!!,,,
"i paid everything to roll the dice, just one more time.",,,
bored to tears... well not literally but... im still bored!,,,
is terribly confused. it feels like my mind is warring with itself...,,,
hmm...,,,
listening to muse. ?  :d,,,
had a great day shopping got some new dresses and amber new clothes havin a beer and chillaxin now,,,
meh. bleh. feh!!,,,
"exact words when renewing dl: me: oh no, you can't take my license, it's my 25th b-day. how am i going to get into the bar? dmv: we gonna give you a new one over there me: but, it won't have my picture and stuff on it.  dmv:  hold up, we can take a picture of your picture and put it on a license i think. (yelling at co-worker to see if this can be done) yup! me: so, i can go to the bar?! dmv: (sigh) yeah girl!",,,
quite possibly the worst couple days ever: yesterday almost cried at work. i apparently have the 2 worst classes in the school- lowest freshman math. who i see for four periods.  and which stole a student's wallet.,,,
is officially more than halfway done studying for step 1. yikos.,,,
do what you want cause a pirate is free. you are a pirate!,,,
"cige go,. hehehe uie *propname* , european film festival sa ayala, maybe na.ai psyc related movies you could let your students watch. libre siya, first come first serve seating. :d",,,
"i think i just spent about 45 hours in the last week playing a video game.  mass effect 2 was awesome, but i am glad to have my life back.  still hitting the gym hard.",,,
back into playing ddo.  anyone interested in joining in hit me up on aim,,,
i am too tired to move. rebecca you are going to have to pick me up or something,,,
q lo pased dm bkn n las vacaciones!! acuerdate coni del desafio xd...,,,
"serving god is doing good to man, but praying is thought an easier service and is therefore more generally chosen.",,,
moma al fin... union square and such...shoe shopping...,,,
"""i have decided to stick with love. hate is too great a burden to bear."" martin luther king, jr.",,,
thinks he's going to make truffles tomorrow...for science!,,,
looks like i finally caught whatever cold is going around. packing and moving is even more difficult when you're sick :(,,,
"finally caught up on sleep :d now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...",,,
"i now semi-own a playstation 2 slim! i also have singstar mics and a memory card, now i all i need are some suggestions for games a beginner can play..? i quite like crash and spyro...",,,
is checking her facebook a little more than she used to...but facebook still bombards her with more information than she has time to fool with!  taking things at a glance.,,,
thank you all.  god bless!,,,
just discovered wale.  wow.,,,
only 1.5 weeks left of my summer-work then its back to karlstad again... looking forward to it.... it starting to get abot boring up here in the north.... ,),,
how can i be expected to work when there is so much fun puddle jumping to be done?,,,
"""what the hell is that, *propname*?"" ""dunno. some kind of cat dinosaur.""",,,
"woke up laughing after thinking in my dream ""good thing zombies are so slow..."", then a zombie drives by in a car screaming ""not if we learned how to drive"", and promptly crashes into a wall. :d",,,
lmao rox!!!,,,
can be painfully petty and selfish at times.,,,
"oh time for little anna nicole to take a bath...i love when her little face gets more ""concern"" wrinkles! too cute!",,,
*propname* cant wait to dress up and go trick or treating!,,,
feliz navidad a todossss.... @ aeropuerto lima,,,
"not in the mood to do anything, pwede ra ko mu stay in a corner?",,,
amando el clima! happenstance,,,
"as much as i like our family's mechanic, i really wish we'd stop giving him so much business... :(",,,
is home in oc!!!!,,,
"podkanva vseki, koito ima da i prashta snimki ot razlichni meropriyatiya, da go stori v skype vuzmojno nai-skoro... ^^ :p",,,
my fucking computer got a virus.  incredible.,,,
"""is it special when you're lonely// do you spend your whole life// in a studio apartment// with a cat for a wife// the seasons, when they call you// do you barricade the door// are you stubborn, stubborn, stubborn to the core?...then the longest winter// is on her way// you called her without knowing it// but now it's too late..."" trying to keep the zen, but it's hard to hang onto sometimes on nights like these.",,,
"""nature and nature's laws lay hid in the night. god said, let *propname* be! and all was light!"" - *propname*",,,
i love the fray!! .:squeeky voice:.,,,
is feeling better after sleeping on clean sheets.,,,
"is flying through the sookie stackhouse series :op loved the last book i read ""club dead"" but ""dead to the world"" is not impressing me yet at page 110...urg!",,,
is at work until 1pm then maybe selling a book? off with *propname* after that!!!!!,,,
"thinks that it is impossible to be too heavenly minded. watch. those who are ""too heavenly minded"" will do the greatest good here.",,,
watching twilight :),,,
salami is like a drug. i've been an addict for years,,,
excited about volunteering tomorrow! and hopeful about my job interview,,,
hoping to get out of her driveway.,,,
loves jam.,,,
"my phone stopped working, i can call out, but the person i call cannot hear me!",,,
